table,device,orientation,R1,R2,inclination_deg,effective_SC,source_pdf_page
C20,egg_crate,North & South,1.8,1.2,30,0.6577,52
C20,egg_crate,North & South,1.8,1.2,40,0.6577,52
C20,egg_crate,North & South,1.8,1.4,0,0.6577,52
C20,egg_crate,North & South,1.8,1.4,10,0.6577,52
C20,egg_crate,North & South,1.8,1.4,20,0.6577,52
C20,egg_crate,North & South,1.8,1.4,30,0.6577,52
C20,egg_crate,North & South,1.8,1.4,40,0.6577,52
C20,egg_crate,North & South,1.8,1.6,0,0.6577,52
C20,egg_crate,North & South,1.8,1.6,10,0.6577,52
C20,egg_crate,North & South,1.8,1.6,20,0.6577,52
C20,egg_crate,North & South,1.8,1.6,30,0.6577,52
C20,egg_crate,North & South,1.8,1.6,40,0.6577,52
C20,egg_crate,North & South,1.8,1.8,0,0.6577,52
C20,egg_crate,North & South,1.8,1.8,10,0.6577,52
C20,egg_crate,North & South,1.8,1.8,20,0.6577,52
C20,egg_crate,North & South,1.8,1.8,30,0.6577,52
C20,egg_crate,North & South,1.8,1.8,40,0.6577,52
C21,egg_crate,East & West,0.2,0.2,0,0.8482,53
C21,egg_crate,East & West,0.2,0.2,10,0.8306,53
C21,egg_crate,East & West,0.2,0.2,20,0.8165,53
C21,egg_crate,East & West,0.2,0.2,30,0.8064,53
C21,egg_crate,East & West,0.2,0.2,40,0.8013,53
C21,egg_crate,East & West,0.2,0.4,0,0.8212,53
C21,egg_crate,East & West,0.2,0.4,10,0.8047,53
C21,egg_crate,East & West,0.2,0.4,20,0.7914,53
C21,egg_crate,East & West,0.2,0.4,30,0.7818,53
C21,egg_crate,East & West,0.2,0.4,40,0.7769,53
C21,egg_crate,East & West,0.2,0.6,0,0.7942,53
C21,egg_crate,East & West,0.2,0.6,10,0.7788,53
C21,egg_crate,East & West,0.2,0.6,20,0.7663,53
C21,egg_crate,East & West,0.2,0.6,30,0.7572,53
C21,egg_crate,East & West,0.2,0.6,40,0.7525,53
C21,egg_crate,East & West,0.2,0.8,0,0.7672,53
C21,egg_crate,East & West,0.2,0.8,10,0.7529,53
C21,egg_crate,East & West,0.2,0.8,20,0.7412,53
C21,egg_crate,East & West,0.2,0.8,30,0.7327,53
C21,egg_crate,East & West,0.2,0.8,40,0.7282,53
C21,egg_crate,East & West,0.2,1.0,0,0.7417,53
C21,egg_crate,East & West,0.2,1.0,10,0.7284,53
C21,egg_crate,East & West,0.2,1.0,20,0.7175,53
C21,egg_crate,East & West,0.2,1.0,30,0.7095,53
C21,egg_crate,East & West,0.2,1.0,40,0.7052,53
C21,egg_crate,East & West,0.2,1.2,0,0.7190,53
C21,egg_crate,East & West,0.2,1.2,10,0.7066,53
C21,egg_crate,East & West,0.2,1.2,20,0.6965,53
C21,egg_crate,East & West,0.2,1.2,30,0.6890,53
C21,egg_crate,East & West,0.2,1.2,40,0.6850,53
C21,egg_crate,East & West,0.2,1.4,0,0.6968,53
C21,egg_crate,East & West,0.2,1.4,10,0.6852,53
C21,egg_crate,East & West,0.2,1.4,20,0.6758,53
C21,egg_crate,East & West,0.2,1.4,30,0.6688,53
C21,egg_crate,East & West,0.2,1.4,40,0.6652,53
C21,egg_crate,East & West,0.2,1.6,0,0.6786,53
C21,egg_crate,East & West,0.2,1.6,10,0.6677,53
C21,egg_crate,East & West,0.2,1.6,20,0.6589,53
C21,egg_crate,East & West,0.2,1.6,30,0.6524,53
C21,egg_crate,East & West,0.2,1.6,40,0.6490,53
C21,egg_crate,East & West,0.2,1.8,0,0.6626,53
C21,egg_crate,East & West,0.2,1.8,10,0.6523,53
C21,egg_crate,East & West,0.2,1.8,20,0.6440,53
C21,egg_crate,East & West,0.2,1.8,30,0.6379,53
C21,egg_crate,East & West,0.2,1.8,40,0.6348,53
C21,egg_crate,East & West,0.4,0.2,0,0.7513,53
C21,egg_crate,East & West,0.4,0.2,10,0.7162,53
C21,egg_crate,East & West,0.4,0.2,20,0.6883,53
C21,egg_crate,East & West,0.4,0.2,30,0.6678,53
C21,egg_crate,East & West,0.4,0.2,40,0.6556,53
C21,egg_crate,East & West,0.4,0.4,0,0.7323,53
C21,egg_crate,East & West,0.4,0.4,10,0.6993,53
C21,egg_crate,East & West,0.4,0.4,20,0.6730,53
C21,egg_crate,East & West,0.4,0.4,30,0.6535,53
C21,egg_crate,East & West,0.4,0.4,40,0.6418,53
C21,egg_crate,East & West,0.4,0.6,0,0.7133,53
C21,egg_crate,East & West,0.4,0.6,10,0.6825,53
C21,egg_crate,East & West,0.4,0.6,20,0.6577,53
C21,egg_crate,East & West,0.4,0.6,30,0.6393,53
C21,egg_crate,East & West,0.4,0.6,40,0.6280,53
C21,egg_crate,East & West,0.4,0.8,0,0.6943,53
C21,egg_crate,East & West,0.4,0.8,10,0.6656,53
C21,egg_crate,East & West,0.4,0.8,20,0.6424,53
C21,egg_crate,East & West,0.4,0.8,30,0.6251,53
C21,egg_crate,East & West,0.4,0.8,40,0.6143,53
C21,egg_crate,East & West,0.4,1.0,0,0.6754,53
C21,egg_crate,East & West,0.4,1.0,10,0.6488,53
C21,egg_crate,East & West,0.4,1.0,20,0.6271,53
C21,egg_crate,East & West,0.4,1.0,30,0.6108,53
C21,egg_crate,East & West,0.4,1.0,40,0.6006,53
C21,egg_crate,East & West,0.4,1.2,0,0.6570,53
C21,egg_crate,East & West,0.4,1.2,10,0.6322,53
C21,egg_crate,East & West,0.4,1.2,20,0.6118,53
C21,egg_crate,East & West,0.4,1.2,30,0.5967,53
C21,egg_crate,East & West,0.4,1.2,40,0.5871,53
C21,egg_crate,East & West,0.4,1.4,0,0.6389,53
C21,egg_crate,East & West,0.4,1.4,10,0.6158,53
C21,egg_crate,East & West,0.4,1.4,20,0.5968,53
C21,egg_crate,East & West,0.4,1.4,30,0.5827,53
C21,egg_crate,East & West,0.4,1.4,40,0.5738,53
C21,egg_crate,East & West,0.4,1.6,0,0.6235,53
C21,egg_crate,East & West,0.4,1.6,10,0.6017,53
C21,egg_crate,East & West,0.4,1.6,20,0.5840,53
C21,egg_crate,East & West,0.4,1.6,30,0.5708,53
C21,egg_crate,East & West,0.4,1.6,40,0.5625,53
C21,egg_crate,East & West,0.4,1.8,0,0.6096,53
C21,egg_crate,East & West,0.4,1.8,10,0.5890,53
C21,egg_crate,East & West,0.4,1.8,20,0.5723,53
C21,egg_crate,East & West,0.4,1.8,30,0.5599,53
C21,egg_crate,East & West,0.4,1.8,40,0.5523,53
C21,egg_crate,East & West,0.6,0.2,0,0.6768,53
C21,egg_crate,East & West,0.6,0.2,10,0.6307,53
C21,egg_crate,East & West,0.6,0.2,20,0.5917,53
C21,egg_crate,East & West,0.6,0.2,30,0.5611,53
C21,egg_crate,East & West,0.6,0.2,40,0.5398,53
C21,egg_crate,East & West,0.6,0.4,0,0.6626,53
C21,egg_crate,East & West,0.6,0.4,10,0.6190,53
C21,egg_crate,East & West,0.6,0.4,20,0.5822,53
C21,egg_crate,East & West,0.6,0.4,30,0.5532,53
C21,egg_crate,East & West,0.6,0.4,40,0.5329,53
C21,egg_crate,East & West,0.6,0.6,0,0.6483,53
C21,egg_crate,East & West,0.6,0.6,10,0.6073,53
C21,egg_crate,East & West,0.6,0.6,20,0.5726,53
C21,egg_crate,East & West,0.6,0.6,30,0.5452,53
C21,egg_crate,East & West,0.6,0.6,40,0.5260,53
C21,egg_crate,East & West,0.6,0.8,0,0.6341,53
C21,egg_crate,East & West,0.6,0.8,10,0.5956,53
C21,egg_crate,East & West,0.6,0.8,20,0.5630,53
C21,egg_crate,East & West,0.6,0.8,30,0.5372,53
C21,egg_crate,East & West,0.6,0.8,40,0.5191,53
C21,egg_crate,East & West,0.6,1.0,0,0.6198,53
C21,egg_crate,East & West,0.6,1.0,10,0.5840,53
C21,egg_crate,East & West,0.6,1.0,20,0.5535,53
C21,egg_crate,East & West,0.6,1.0,30,0.5293,53
C21,egg_crate,East & West,0.6,1.0,40,0.5121,53
C21,egg_crate,East & West,0.6,1.2,0,0.6056,53
C21,egg_crate,East & West,0.6,1.2,10,0.5723,53
C21,egg_crate,East & West,0.6,1.2,20,0.5439,53
C21,egg_crate,East & West,0.6,1.2,30,0.5213,53
C21,egg_crate,East & West,0.6,1.2,40,0.5052,53
C21,egg_crate,East & West,0.6,1.4,0,0.5915,53
C21,egg_crate,East & West,0.6,1.4,10,0.5607,53
C21,egg_crate,East & West,0.6,1.4,20,0.5344,53
C21,egg_crate,East & West,0.6,1.4,30,0.5134,53
C21,egg_crate,East & West,0.6,1.4,40,0.4984,53
C21,egg_crate,East & West,0.6,1.6,0,0.5788,53
C21,egg_crate,East & West,0.6,1.6,10,0.5500,53
C21,egg_crate,East & West,0.6,1.6,20,0.5254,53
C21,egg_crate,East & West,0.6,1.6,30,0.5058,53
C21,egg_crate,East & West,0.6,1.6,40,0.4917,53
C21,egg_crate,East & West,0.6,1.8,0,0.5668,53
C21,egg_crate,East & West,0.6,1.8,10,0.5398,53
C21,egg_crate,East & West,0.6,1.8,20,0.5167,53
C21,egg_crate,East & West,0.6,1.8,30,0.4983,53
C21,egg_crate,East & West,0.6,1.8,40,0.4852,53
C21,egg_crate,East & West,0.8,0.2,0,0.6135,54
C21,egg_crate,East & West,0.8,0.2,10,0.5615,54
C21,egg_crate,East & West,0.8,0.2,20,0.5215,54
C21,egg_crate,East & West,0.8,0.2,30,0.4881,54
C21,egg_crate,East & West,0.8,0.2,40,0.4622,54
C21,egg_crate,East & West,0.8,0.4,0,0.6033,54
C21,egg_crate,East & West,0.8,0.4,10,0.5537,54
C21,egg_crate,East & West,0.8,0.4,20,0.5157,54
C21,egg_crate,East & West,0.8,0.4,30,0.4839,54
C21,egg_crate,East & West,0.8,0.4,40,0.4593,54
C21,egg_crate,East & West,0.8,0.6,0,0.5931,54
C21,egg_crate,East & West,0.8,0.6,10,0.5459,54
C21,egg_crate,East & West,0.8,0.6,20,0.5099,54
C21,egg_crate,East & West,0.8,0.6,30,0.4798,54
C21,egg_crate,East & West,0.8,0.6,40,0.4564,54
C21,egg_crate,East & West,0.8,0.8,0,0.5829,54
C21,egg_crate,East & West,0.8,0.8,10,0.5381,54
C21,egg_crate,East & West,0.8,0.8,20,0.5041,54
C21,egg_crate,East & West,0.8,0.8,30,0.4756,54
C21,egg_crate,East & West,0.8,0.8,40,0.4534,54
C21,egg_crate,East & West,0.8,1.0,0,0.5727,54
C21,egg_crate,East & West,0.8,1.0,10,0.5304,54
C21,egg_crate,East & West,0.8,1.0,20,0.4983,54
C21,egg_crate,East & West,0.8,1.0,30,0.4714,54
C21,egg_crate,East & West,0.8,1.0,40,0.4505,54
C21,egg_crate,East & West,0.8,1.2,0,0.5625,54
C21,egg_crate,East & West,0.8,1.2,10,0.5226,54
C21,egg_crate,East & West,0.8,1.2,20,0.4925,54
C21,egg_crate,East & West,0.8,1.2,30,0.4673,54
C21,egg_crate,East & West,0.8,1.2,40,0.4476,54
C21,egg_crate,East & West,0.8,1.4,0,0.5523,54
C21,egg_crate,East & West,0.8,1.4,10,0.5148,54
C21,egg_crate,East & West,0.8,1.4,20,0.4867,54
C21,egg_crate,East & West,0.8,1.4,30,0.4631,54
C21,egg_crate,East & West,0.8,1.4,40,0.4447,54
C21,egg_crate,East & West,0.8,1.6,0,0.5421,54
C21,egg_crate,East & West,0.8,1.6,10,0.5070,54
C21,egg_crate,East & West,0.8,1.6,20,0.4809,54
C21,egg_crate,East & West,0.8,1.6,30,0.4589,54
C21,egg_crate,East & West,0.8,1.6,40,0.4418,54
C21,egg_crate,East & West,0.8,1.8,0,0.5320,54
C21,egg_crate,East & West,0.8,1.8,10,0.4992,54
C21,egg_crate,East & West,0.8,1.8,20,0.4751,54
C21,egg_crate,East & West,0.8,1.8,30,0.4548,54
C21,egg_crate,East & West,0.8,1.8,40,0.4389,54
C21,egg_crate,East & West,1.0,0.2,0,0.5744,54
C21,egg_crate,East & West,1.0,0.2,10,0.5178,54
C21,egg_crate,East & West,1.0,0.2,20,0.4695,54
C21,egg_crate,East & West,1.0,0.2,30,0.4422,54
C21,egg_crate,East & West,1.0,0.2,40,0.4212,54
C21,egg_crate,East & West,1.0,0.4,0,0.5661,54
C21,egg_crate,East & West,1.0,0.4,10,0.5123,54
C21,egg_crate,East & West,1.0,0.4,20,0.4663,54
C21,egg_crate,East & West,1.0,0.4,30,0.4401,54
C21,egg_crate,East & West,1.0,0.4,40,0.4201,54
C21,egg_crate,East & West,1.0,0.6,0,0.5578,54
C21,egg_crate,East & West,1.0,0.6,10,0.5068,54
C21,egg_crate,East & West,1.0,0.6,20,0.4631,54
C21,egg_crate,East & West,1.0,0.6,30,0.4381,54
C21,egg_crate,East & West,1.0,0.6,40,0.4191,54
C21,egg_crate,East & West,1.0,0.8,0,0.5495,54
C21,egg_crate,East & West,1.0,0.8,10,0.5014,54
C21,egg_crate,East & West,1.0,0.8,20,0.4599,54
C21,egg_crate,East & West,1.0,0.8,30,0.4361,54
C21,egg_crate,East & West,1.0,0.8,40,0.4180,54
C21,egg_crate,East & West,1.0,1.0,0,0.5412,54
C21,egg_crate,East & West,1.0,1.0,10,0.4959,54
C21,egg_crate,East & West,1.0,1.0,20,0.4567,54
C21,egg_crate,East & West,1.0,1.0,30,0.4341,54
C21,egg_crate,East & West,1.0,1.0,40,0.4170,54
C21,egg_crate,East & West,1.0,1.2,0,0.5329,54
C21,egg_crate,East & West,1.0,1.2,10,0.4904,54
C21,egg_crate,East & West,1.0,1.2,20,0.4535,54
C21,egg_crate,East & West,1.0,1.2,30,0.4321,54
C21,egg_crate,East & West,1.0,1.2,40,0.4159,54
C21,egg_crate,East & West,1.0,1.4,0,0.5246,54
C21,egg_crate,East & West,1.0,1.4,10,0.4849,54
C21,egg_crate,East & West,1.0,1.4,20,0.4503,54
C21,egg_crate,East & West,1.0,1.4,30,0.4301,54
C21,egg_crate,East & West,1.0,1.4,40,0.4149,54
C21,egg_crate,East & West,1.0,1.6,0,0.5163,54
C21,egg_crate,East & West,1.0,1.6,10,0.4795,54
C21,egg_crate,East & West,1.0,1.6,20,0.4471,54
C21,egg_crate,East & West,1.0,1.6,30,0.4280,54
C21,egg_crate,East & West,1.0,1.6,40,0.4138,54
C21,egg_crate,East & West,1.0,1.8,0,0.5080,54
C21,egg_crate,East & West,1.0,1.8,10,0.4740,54
C21,egg_crate,East & West,1.0,1.8,20,0.4439,54
C21,egg_crate,East & West,1.0,1.8,30,0.4260,54
C21,egg_crate,East & West,1.0,1.8,40,0.4128,54
C21,egg_crate,East & West,1.2,0.2,0,0.5420,54
C21,egg_crate,East & West,1.2,0.2,10,0.4791,54
C21,egg_crate,East & West,1.2,0.2,20,0.4447,54
C21,egg_crate,East & West,1.2,0.2,30,0.4144,54
C21,egg_crate,East & West,1.2,0.2,40,0.4033,54
C21,egg_crate,East & West,1.2,0.4,0,0.5354,54
C21,egg_crate,East & West,1.2,0.4,10,0.4754,54
C21,egg_crate,East & West,1.2,0.4,20,0.4426,54
C21,egg_crate,East & West,1.2,0.4,30,0.4137,54
C21,egg_crate,East & West,1.2,0.4,40,0.4030,54
C21,egg_crate,East & West,1.2,0.6,0,0.5289,54
C21,egg_crate,East & West,1.2,0.6,10,0.4717,54
C21,egg_crate,East & West,1.2,0.6,20,0.4405,54
C21,egg_crate,East & West,1.2,0.6,30,0.4130,54
C21,egg_crate,East & West,1.2,0.6,40,0.4027,54
C21,egg_crate,East & West,1.2,0.8,0,0.5223,54
C21,egg_crate,East & West,1.2,0.8,10,0.4680,54
C21,egg_crate,East & West,1.2,0.8,20,0.4384,54
C21,egg_crate,East & West,1.2,0.8,30,0.4123,54
C21,egg_crate,East & West,1.2,0.8,40,0.4024,54
C21,egg_crate,East & West,1.2,1.0,0,0.5158,54
C21,egg_crate,East & West,1.2,1.0,10,0.4643,54
C21,egg_crate,East & West,1.2,1.0,20,0.4363,54
C21,egg_crate,East & West,1.2,1.0,30,0.4117,54
C21,egg_crate,East & West,1.2,1.0,40,0.4021,54
C21,egg_crate,East & West,1.2,1.2,0,0.5092,54
C21,egg_crate,East & West,1.2,1.2,10,0.4606,54
C21,egg_crate,East & West,1.2,1.2,20,0.4342,54
C21,egg_crate,East & West,1.2,1.2,30,0.4110,54
C21,egg_crate,East & West,1.2,1.2,40,0.4018,54
C21,egg_crate,East & West,1.2,1.4,0,0.5027,54
C21,egg_crate,East & West,1.2,1.4,10,0.4569,54
C21,egg_crate,East & West,1.2,1.4,20,0.4321,54
C21,egg_crate,East & West,1.2,1.4,30,0.4103,54
C21,egg_crate,East & West,1.2,1.4,40,0.4015,54
C21,egg_crate,East & West,1.2,1.6,0,0.4961,54
C21,egg_crate,East & West,1.2,1.6,10,0.4532,54
C21,egg_crate,East & West,1.2,1.6,20,0.4300,54
C21,egg_crate,East & West,1.2,1.6,30,0.4096,54
C21,egg_crate,East & West,1.2,1.6,40,0.4012,54
C21,egg_crate,East & West,1.2,1.8,0,0.4896,54
C21,egg_crate,East & West,1.2,1.8,10,0.4495,54
C21,egg_crate,East & West,1.2,1.8,20,0.4279,54
C21,egg_crate,East & West,1.2,1.8,30,0.4089,54
C21,egg_crate,East & West,1.2,1.8,40,0.4009,54
C21,egg_crate,East & West,1.4,0.2,0,0.5107,55
C21,egg_crate,East & West,1.4,0.2,10,0.4621,55
C21,egg_crate,East & West,1.4,0.2,20,0.4220,55
C21,egg_crate,East & West,1.4,0.2,30,0.4055,55
C21,egg_crate,East & West,1.4,0.2,40,0.3969,55
C21,egg_crate,East & West,1.4,0.4,0,0.5058,55
C21,egg_crate,East & West,1.4,0.4,10,0.4592,55
C21,egg_crate,East & West,1.4,0.4,20,0.4210,55
C21,egg_crate,East & West,1.4,0.4,30,0.4051,55
C21,egg_crate,East & West,1.4,0.4,40,0.3969,55
C21,egg_crate,East & West,1.4,0.6,0,0.5008,55
C21,egg_crate,East & West,1.4,0.6,10,0.4563,55
C21,egg_crate,East & West,1.4,0.6,20,0.4200,55
C21,egg_crate,East & West,1.4,0.6,30,0.4047,55
C21,egg_crate,East & West,1.4,0.6,40,0.3969,55
C21,egg_crate,East & West,1.4,0.8,0,0.4959,55
C21,egg_crate,East & West,1.4,0.8,10,0.4535,55
C21,egg_crate,East & West,1.4,0.8,20,0.4190,55
C21,egg_crate,East & West,1.4,0.8,30,0.4043,55
C21,egg_crate,East & West,1.4,0.8,40,0.3969,55
C21,egg_crate,East & West,1.4,1.0,0,0.4910,55
C21,egg_crate,East & West,1.4,1.0,10,0.4506,55
C21,egg_crate,East & West,1.4,1.0,20,0.4180,55
C21,egg_crate,East & West,1.4,1.0,30,0.4039,55
C21,egg_crate,East & West,1.4,1.0,40,0.3969,55
C21,egg_crate,East & West,1.4,1.2,0,0.4860,55
C21,egg_crate,East & West,1.4,1.2,10,0.4477,55
C21,egg_crate,East & West,1.4,1.2,20,0.4170,55
C21,egg_crate,East & West,1.4,1.2,30,0.4035,55
C21,egg_crate,East & West,1.4,1.2,40,0.3969,55
C21,egg_crate,East & West,1.4,1.4,0,0.4811,55
C21,egg_crate,East & West,1.4,1.4,10,0.4449,55
C21,egg_crate,East & West,1.4,1.4,20,0.4160,55
C21,egg_crate,East & West,1.4,1.4,30,0.4031,55
C21,egg_crate,East & West,1.4,1.4,40,0.3969,55
C21,egg_crate,East & West,1.4,1.6,0,0.4762,55
C21,egg_crate,East & West,1.4,1.6,10,0.4420,55
C21,egg_crate,East & West,1.4,1.6,20,0.4150,55
C21,egg_crate,East & West,1.4,1.6,30,0.4028,55
C21,egg_crate,East & West,1.4,1.6,40,0.3969,55
C21,egg_crate,East & West,1.4,1.8,0,0.4712,55
C21,egg_crate,East & West,1.4,1.8,10,0.4391,55
C21,egg_crate,East & West,1.4,1.8,20,0.4140,55
C21,egg_crate,East & West,1.4,1.8,30,0.4024,55
C21,egg_crate,East & West,1.4,1.8,40,0.3969,55
C21,egg_crate,East & West,1.6,0.2,0,0.4951,55
C21,egg_crate,East & West,1.6,0.2,10,0.4451,55
C21,egg_crate,East & West,1.6,0.2,20,0.4117,55
C21,egg_crate,East & West,1.6,0.2,30,0.3998,55
C21,egg_crate,East & West,1.6,0.2,40,0.3963,55
C21,egg_crate,East & West,1.6,0.4,0,0.4907,55
C21,egg_crate,East & West,1.6,0.4,10,0.4431,55
C21,egg_crate,East & West,1.6,0.4,20,0.4110,55
C21,egg_crate,East & West,1.6,0.4,30,0.3997,55
C21,egg_crate,East & West,1.6,0.4,40,0.3963,55
C21,egg_crate,East & West,1.6,0.6,0,0.4863,55
C21,egg_crate,East & West,1.6,0.6,10,0.4410,55
C21,egg_crate,East & West,1.6,0.6,20,0.4103,55
C21,egg_crate,East & West,1.6,0.6,30,0.3996,55
C21,egg_crate,East & West,1.6,0.6,40,0.3963,55
C21,egg_crate,East & West,1.6,0.8,0,0.4820,55
C21,egg_crate,East & West,1.6,0.8,10,0.4390,55
C21,egg_crate,East & West,1.6,0.8,20,0.4096,55
C21,egg_crate,East & West,1.6,0.8,30,0.3995,55
C21,egg_crate,East & West,1.6,0.8,40,0.3963,55
C21,egg_crate,East & West,1.6,1.0,0,0.4776,55
C21,egg_crate,East & West,1.6,1.0,10,0.4369,55
C21,egg_crate,East & West,1.6,1.0,20,0.4089,55
C21,egg_crate,East & West,1.6,1.0,30,0.3994,55
C21,egg_crate,East & West,1.6,1.0,40,0.3963,55
C21,egg_crate,East & West,1.6,1.2,0,0.4732,55
C21,egg_crate,East & West,1.6,1.2,10,0.4349,55
C21,egg_crate,East & West,1.6,1.2,20,0.4083,55
C21,egg_crate,East & West,1.6,1.2,30,0.3993,55
C21,egg_crate,East & West,1.6,1.2,40,0.3963,55
C21,egg_crate,East & West,1.6,1.4,0,0.4688,55
C21,egg_crate,East & West,1.6,1.4,10,0.4329,55
C21,egg_crate,East & West,1.6,1.4,20,0.4076,55
C21,egg_crate,East & West,1.6,1.4,30,0.3992,55
C21,egg_crate,East & West,1.6,1.4,40,0.3963,55
C21,egg_crate,East & West,1.6,1.6,0,0.4644,55
C21,egg_crate,East & West,1.6,1.6,10,0.4308,55
C21,egg_crate,East & West,1.6,1.6,20,0.4069,55
C21,egg_crate,East & West,1.6,1.6,30,0.3991,55
C21,egg_crate,East & West,1.6,1.6,40,0.3963,55
C21,egg_crate,East & West,1.6,1.8,0,0.4600,55
C21,egg_crate,East & West,1.6,1.8,10,0.4288,55
C21,egg_crate,East & West,1.6,1.8,20,0.4062,55
C21,egg_crate,East & West,1.6,1.8,30,0.3990,55
C21,egg_crate,East & West,1.6,1.8,40,0.3963,55
C21,egg_crate,East & West,1.8,0.2,0,0.4844,55
C21,egg_crate,East & West,1.8,0.2,10,0.4281,55
C21,egg_crate,East & West,1.8,0.2,20,0.4075,55
C21,egg_crate,East & West,1.8,0.2,30,0.3963,55
C21,egg_crate,East & West,1.8,0.2,40,0.3963,55
C21,egg_crate,East & West,1.8,0.4,0,0.4805,55
C21,egg_crate,East & West,1.8,0.4,10,0.4269,55
C21,egg_crate,East & West,1.8,0.4,20,0.4070,55
C21,egg_crate,East & West,1.8,0.4,30,0.3963,55
C21,egg_crate,East & West,1.8,0.4,40,0.3963,55
C21,egg_crate,East & West,1.8,0.6,0,0.4767,55
C21,egg_crate,East & West,1.8,0.6,10,0.4257,55
C21,egg_crate,East & West,1.8,0.6,20,0.4065,55
C21,egg_crate,East & West,1.8,0.6,30,0.3963,55
C21,egg_crate,East & West,1.8,0.6,40,0.3963,55
C21,egg_crate,East & West,1.8,0.8,0,0.4728,55
C21,egg_crate,East & West,1.8,0.8,10,0.4245,55
C21,egg_crate,East & West,1.8,0.8,20,0.4061,55
C21,egg_crate,East & West,1.8,0.8,30,0.3963,55
C21,egg_crate,East & West,1.8,0.8,40,0.3963,55
C21,egg_crate,East & West,1.8,1.0,0,0.4690,55
C21,egg_crate,East & West,1.8,1.0,10,0.4233,55
C21,egg_crate,East & West,1.8,1.0,20,0.4056,55
C21,egg_crate,East & West,1.8,1.0,30,0.3963,55
C21,egg_crate,East & West,1.8,1.0,40,0.3963,55
C21,egg_crate,East & West,1.8,1.2,0,0.4651,55
C21,egg_crate,East & West,1.8,1.2,10,0.4221,55
C21,egg_crate,East & West,1.8,1.2,20,0.4051,55
C21,egg_crate,East & West,1.8,1.2,30,0.3963,55
C21,egg_crate,East & West,1.8,1.2,40,0.3963,55
C21,egg_crate,East & West,1.8,1.4,0,0.4613,55
C21,egg_crate,East & West,1.8,1.4,10,0.4208,55
C21,egg_crate,East & West,1.8,1.4,20,0.4047,55
C21,egg_crate,East & West,1.8,1.4,30,0.3963,55
C21,egg_crate,East & West,1.8,1.4,40,0.3963,55
C21,egg_crate,East & West,1.8,1.6,0,0.4574,55
C21,egg_crate,East & West,1.8,1.6,10,0.4196,55
C21,egg_crate,East & West,1.8,1.6,20,0.4042,55
C21,egg_crate,East & West,1.8,1.6,30,0.3963,55
C21,egg_crate,East & West,1.8,1.6,40,0.3963,55
C21,egg_crate,East & West,1.8,1.8,0,0.4536,55
C21,egg_crate,East & West,1.8,1.8,10,0.4184,55
C21,egg_crate,East & West,1.8,1.8,20,0.4037,55
C21,egg_crate,East & West,1.8,1.8,30,0.3963,55
C21,egg_crate,East & West,1.8,1.8,40,0.3963,55
C22,egg_crate,North-East & North-West,0.2,0.2,0,0.8019,56
C22,egg_crate,North-East & North-West,0.2,0.2,10,0.7886,56
C22,egg_crate,North-East & North-West,0.2,0.2,20,0.7788,56
C22,egg_crate,North-East & North-West,0.2,0.2,30,0.7727,56
C22,egg_crate,North-East & North-West,0.2,0.2,40,0.7705,56
C22,egg_crate,North-East & North-West,0.2,0.4,0,0.7439,56
C22,egg_crate,North-East & North-West,0.2,0.4,10,0.7331,56
C22,egg_crate,North-East & North-West,0.2,0.4,20,0.7250,56
C22,egg_crate,North-East & North-West,0.2,0.4,30,0.7198,56
C22,egg_crate,North-East & North-West,0.2,0.4,40,0.7178,56
C22,egg_crate,North-East & North-West,0.2,0.6,0,0.6944,56
C22,egg_crate,North-East & North-West,0.2,0.6,10,0.6857,56
C22,egg_crate,North-East & North-West,0.2,0.6,20,0.6790,56
C22,egg_crate,North-East & North-West,0.2,0.6,30,0.6746,56
C22,egg_crate,North-East & North-West,0.2,0.6,40,0.6727,56
C22,egg_crate,North-East & North-West,0.2,0.8,0,0.6452,56
C22,egg_crate,North-East & North-West,0.2,0.8,10,0.6384,56
C22,egg_crate,North-East & North-West,0.2,0.8,20,0.6332,56
C22,egg_crate,North-East & North-West,0.2,0.8,30,0.6298,56
C22,egg_crate,North-East & North-West,0.2,0.8,40,0.6281,56
C22,egg_crate,North-East & North-West,0.2,1.0,0,0.6024,56
C22,egg_crate,North-East & North-West,0.2,1.0,10,0.5973,56
C22,egg_crate,North-East & North-West,0.2,1.0,20,0.5935,56
C22,egg_crate,North-East & North-West,0.2,1.0,30,0.5909,56
C22,egg_crate,North-East & North-West,0.2,1.0,40,0.5897,56
C22,egg_crate,North-East & North-West,0.2,1.2,0,0.5926,56
C22,egg_crate,North-East & North-West,0.2,1.2,10,0.5880,56
C22,egg_crate,North-East & North-West,0.2,1.2,20,0.5844,56
C22,egg_crate,North-East & North-West,0.2,1.2,30,0.5820,56
C22,egg_crate,North-East & North-West,0.2,1.2,40,0.5809,56
C22,egg_crate,North-East & North-West,0.2,1.4,0,0.5829,56
C22,egg_crate,North-East & North-West,0.2,1.4,10,0.5786,56
C22,egg_crate,North-East & North-West,0.2,1.4,20,0.5754,56
C22,egg_crate,North-East & North-West,0.2,1.4,30,0.5732,56
C22,egg_crate,North-East & North-West,0.2,1.4,40,0.5722,56
C22,egg_crate,North-East & North-West,0.2,1.6,0,0.5732,56
C22,egg_crate,North-East & North-West,0.2,1.6,10,0.5693,56
C22,egg_crate,North-East & North-West,0.2,1.6,20,0.5663,56
